Count,Noun,Verb,Letter,adjective,morphological,The,diacritic,Outcome,Word
2.0,0.0,0.0,1,0,1.0,0,1.0,0,أو
3.0,0.0,0.0,1,0,1.0,0,2.0,0,إلى
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أضحى
5.0,6.0,0.0,0,0,1.0,1,1.0,1,الرجل
7.0,6.0,0.0,0,0,1.0,1,1.0,1,المهندس
6.0,6.0,0.0,0,0,1.0,1,1.0,1,الشجرة
5.0,6.0,0.0,0,0,1.0,1,1.0,1,الانسان
6.0,6.0,0.0,0,0,1.0,1,1.0,1,الأنبياء
5.0,6.0,0.0,0,0,1.0,1,1.0,1,السلام
3.0,6.0,0.0,0,0,1.0,1,1.0,1,الاب
4.0,6.0,0.0,0,0,1.0,1,1.0,1,الابن
4.0,6.0,0.0,0,0,1.0,1,1.0,1,الأرض
7.0,6.0,0.0,0,0,1.0,1,1.0,1,اللاعبون
5.0,6.0,0.0,0,0,1.0,1,1.0,1,الوقت
8.0,6.0,0.0,1,0,1.0,1,1.0,1,الاستمرار
3.0,0.0,0.0,0,0,1.0,0,2.0,0,إذا
2.0,0.0,0.0,0,0,1.0,0,2.0,0,إذ
3.0,7.0,0.0,0,0,2.0,0,1.0,0,أنى
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أقبلَ
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أقبلْ
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إقبال
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أخرجَ
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أخرجْ
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إخراج
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أعلمَ
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أعلمْ
4.0,6.0,0.0,0,0,6.0,0,2.0,0,إعلام
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أبعدَ
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أبعدْ
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إبعاد
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أفراد
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أجسام
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أصوات
6.0,6.0,0.0,0,0,6.0,0,2.0,0,إشارات
5.0,0.0,3.0,0,0,2.0,0,2.0,1,اشرب
4.0,0.0,3.0,0,0,2.0,0,2.0,1,العب
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اقرأ
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اكتب
4.0,0.0,3.0,0,0,2.0,0,2.0,1,انهض
4.0,0.0,3.0,0,0,2.0,0,2.0,1,ارحل
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اذهب
4.0,0.0,3.0,0,0,2.0,0,2.0,1,احذر
4.0,0.0,3.0,0,0,2.0,0,2.0,1,ارفع
4.0,0.0,3.0,0,0,2.0,0,3.0,1,اهرب
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اسمع
4.0,0.0,1.0,0,0,2.0,0,2.0,1,افتح
3.0,0.0,1.0,0,0,1.0,0,1.0,1,أخذَ
4.0,6.0,0.0,0,0,1.0,0,1.0,1,أخذاً
3.0,0.0,1.0,0,0,7.0,0,1.0,1,أمرَ
4.0,6.0,0.0,0,0,7.0,0,1.0,1,أمراً
3.0,0.0,1.0,0,0,1.0,0,1.0,1,أمنَ
4.0,6.0,0.0,0,0,6.0,0,1.0,1,أمناً
4.0,0.0,3.0,0,0,2.0,0,1.0,1,أكتبُ
6.0,0.0,3.0,0,0,8.0,0,1.0,1,أستغفرُ
5.0,0.0,3.0,0,0,7.0,0,1.0,1,أقتربُ
5.0,0.0,3.0,0,0,2.0,0,2.0,1,ابتعدَ
7.0,6.0,0.0,0,0,1.0,1,1.0,1,التربيه
6.0,4.0,0.0,0,0,1.0,1,1.0,1,اللذان
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أنزلَ
5.0,0.0,2.0,0,0,2.0,0,1.0,0,أتحدثُ
4.0,6.0,0.0,0,0,6.0,0,1.0,0,أساس
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أوزان
3.0,6.0,0.0,0,0,2.0,0,1.0,0,أنا
3.0,6.0,0.0,0,0,11.0,0,1.0,0,أنتَ
3.0,6.0,0.0,0,0,11.0,0,1.0,0,أنتِ
4.0,6.0,0.0,0,0,11.0,0,1.0,0,أنتما
4.0,6.0,0.0,0,0,11.0,0,1.0,0,أنتم
4.0,6.0,0.0,0,0,11.0,0,1.0,0,أنتن
5.0,0.0,1.0,0,0,7.0,0,2.0,1,انتشرَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,انتشرْ
6.0,6.0,0.0,0,0,9.0,0,2.0,1,انتشار
5.0,0.0,1.0,0,0,7.0,0,2.0,1,انتصرَ
5.0,0.0,0.0,0,0,7.0,0,2.0,1,انتصرْ
6.0,6.0,0.0,0,0,4.0,0,2.0,1,انتصار
5.0,0.0,1.0,0,0,7.0,0,2.0,1,انفتحَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,انفتحْ
6.0,6.0,0.0,0,0,4.0,0,2.0,1,انفتاح
5.0,0.0,1.0,0,0,7.0,0,2.0,1,اختلفَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,اختلفْ
5.0,6.0,0.0,0,0,4.0,0,2.0,1,اختلاف
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استقامَ
5.0,0.0,3.0,0,0,8.0,0,2.0,1,استقمْ
7.0,6.0,0.0,0,0,8.0,0,2.0,1,استقامة
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استراحَ
5.0,0.0,3.0,0,0,8.0,0,2.0,1,استرحْ
7.0,6.0,0.0,0,0,8.0,0,2.0,1,استراحة
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استخرجَ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استخرجْ
7.0,6.0,0.0,0,0,9.0,0,2.0,1,استخراج
5.0,0.0,1.0,0,0,1.0,0,2.0,1,اطمأنَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,اطمئنْ
7.0,6.0,0.0,0,0,4.0,0,2.0,1,اطمئنان
7.0,6.0,0.0,0,0,9.0,0,2.0,0,إسماعيل
4.0,1.0,0.0,0,0,6.0,0,2.0,0,إيلاء
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إبحار
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إيثار
5.0,1.0,0.0,0,0,6.0,0,2.0,0,إيمان
5.0,8.0,0.0,0,0,6.0,0,2.0,0,إيران
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إيذاء
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إهداء
5.0,1.0,0.0,0,0,6.0,0,2.0,0,إسراء
2.0,5.0,0.0,0,0,2.0,0,3.0,0,أفٍ
5.0,6.0,0.0,0,0,4.0,0,3.0,0,أستاذ
5.0,6.0,0.0,0,0,11.0,0,3.0,0,أمهات
3.0,0.0,0.0,0,0,1.0,0,1.0,0,أذن
4.0,6.0,0.0,0,0,2.0,0,3.0,0,أولو
6.0,6.0,0.0,0,0,4.0,0,3.0,0,أرجوحة
5.0,0.0,2.0,0,0,6.0,0,3.0,0,أمارس
5.0,0.0,2.0,0,0,6.0,0,3.0,0,أدافع
5.0,0.0,2.0,0,0,6.0,0,3.0,0,أذاكر
6.0,6.0,0.0,0,0,5.0,0,3.0,0,أسطورة
5.0,6.0,0.0,0,0,5.0,0,3.0,0,أسلوب
4.0,5.0,0.0,0,0,2.0,0,4.0,0,آمين
4.0,1.0,0.0,0,0,6.0,0,4.0,0,آمال
4.0,6.0,0.0,0,0,6.0,0,4.0,0,آجال
4.0,6.0,0.0,0,0,6.0,0,4.0,0,آفات
3.0,6.0,0.0,0,0,6.0,0,4.0,0,آله
3.0,6.0,0.0,0,0,6.0,0,4.0,0,آلات
4.0,6.0,0.0,0,0,6.0,0,4.0,0,آراء
4.0,6.0,0.0,0,0,6.0,0,4.0,0,آبار
4.0,6.0,0.0,0,0,6.0,0,4.0,0,آذان
4.0,6.0,0.0,0,0,6.0,0,4.0,0,آخِره
3.0,0.0,1.0,0,0,6.0,0,4.0,0,آمن
3.0,6.0,0.0,0,0,6.0,0,4.0,0,آدر
3.0,6.0,0.0,0,0,6.0,0,4.0,0,آنس
4.0,0.0,3.0,0,0,2.0,0,3.0,1,اقتلْ
3.0,0.0,3.0,0,0,2.0,0,3.0,1,اكتبْ
4.0,0.0,3.0,0,0,6.0,0,2.0,1,املاء
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اقلبْ
4.0,0.0,3.0,0,0,2.0,0,2.0,1,احملْ
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اعملْ
4.0,0.0,3.0,0,0,2.0,0,2.0,1,افعل
5.0,0.0,3.0,0,0,7.0,0,2.0,1,اكتملَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,اقتربَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,احتملَ
6.0,0.0,3.0,0,0,7.0,0,2.0,1,استكملَ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استكملْ
6.0,6.0,0.0,0,0,9.0,0,2.0,1,استكمال
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استعملَ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استعملْ
7.0,6.0,0.0,0,0,9.0,0,2.0,1,استعمال
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استوطنَ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استوطنْ
7.0,6.0,0.0,0,0,9.0,0,2.0,1,استيطان
5.0,0.0,3.0,0,0,7.0,0,2.0,1,اقتربْ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,احتمِلْ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,افتعل
5.0,0.0,3.0,0,0,7.0,0,2.0,1,افتقد
5.0,0.0,3.0,0,0,7.0,0,2.0,1,اكتفى
5.0,0.0,3.0,0,0,7.0,0,2.0,1,امتحن
5.0,0.0,3.0,0,0,7.0,0,2.0,1,انتصر
5.0,0.0,3.0,0,0,7.0,0,2.0,1,انتقى
5.0,0.0,3.0,0,0,7.0,0,2.0,1,انتكس
5.0,0.0,3.0,0,0,7.0,0,2.0,1,انتمى
5.0,0.0,3.0,0,0,7.0,0,2.0,1,اكتشف
5.0,0.0,3.0,0,0,7.0,0,2.0,1,التف
4.0,1.0,0.0,0,0,2.0,0,1.0,0,أحمد
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أثنى
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أبعد
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أبلغ
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أثرى
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أحرم
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أدرج
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أسرى
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أسلم
4.0,0.0,0.0,1,0,2.0,0,2.0,0,إنما
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إبداء
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إشفاء
7.0,8.0,0.0,0,0,5.0,0,2.0,0,إنجلترا
7.0,8.0,0.0,0,0,5.0,0,2.0,0,إيطاليا
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إخفاء
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إنكار
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إيواء
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أشجار
4.0,6.0,0.0,0,0,6.0,0,1.0,0,أعلام
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أقسام
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أفراح
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أحدَثَ
4.0,6.0,0.0,0,0,2.0,0,1.0,0,أقرَبَ
4.0,6.0,0.0,0,0,2.0,0,1.0,0,أجمَلَ
6.0,6.0,0.0,0,0,5.0,0,3.0,0,أعجوبه
5.0,6.0,0.0,0,0,5.0,0,1.0,0,أقارب
8.0,8.0,0.0,0,0,5.0,0,3.0,0,أستراليا
6.0,1.0,0.0,0,0,5.0,0,3.0,0,أوباما
3.0,1.0,0.0,0,0,6.0,0,1.0,0,ألاء
7.0,6.0,0.0,0,0,11.0,1,1.0,1,الحيوان
6.0,6.0,0.0,0,0,11.0,1,1.0,1,الهجره
6.0,6.0,0.0,0,0,11.0,1,1.0,1,التزود
5.0,6.0,0.0,0,0,11.0,1,1.0,1,الماء
6.0,6.0,0.0,0,0,11.0,1,1.0,1,الطعام
6.0,6.0,0.0,0,0,11.0,1,1.0,1,القطيع
5.0,6.0,0.0,0,0,11.0,1,1.0,1,السرب
6.0,6.0,0.0,0,0,11.0,1,1.0,1,التجمع
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اسمعْ
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اجلسْ
5.0,0.0,1.0,0,0,7.0,0,2.0,1,ارتحلَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,ارتحلْ
6.0,6.0,0.0,0,0,4.0,0,2.0,1,ارتحال
6.0,6.0,0.0,0,0,4.0,0,2.0,1,اكتمال
6.0,6.0,0.0,0,0,4.0,0,2.0,1,اتِّصال
5.0,0.0,1.0,0,0,7.0,0,2.0,1,اتَّصلَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,اتَّصِلْ
3.0,0.0,3.0,0,0,2.0,0,2.0,1,اكتِلْ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استغفرْ
7.0,3.0,0.0,0,0,9.0,0,2.0,1,استغفار
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استَعَدَّ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استَعِدْ
7.0,6.0,0.0,0,0,9.0,0,2.0,1,استعداد
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استَعجَلَ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استَعجِلْ
7.0,6.0,0.0,0,0,9.0,0,2.0,1,استعجال
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استَعلَمَ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استَعلِمْ
6.0,6.0,0.0,0,0,9.0,0,2.0,1,استعلام
4.0,4.0,0.0,0,0,1.0,1,1.0,1,التي
4.0,4.0,0.0,0,0,1.0,1,1.0,1,الذي
6.0,4.0,0.0,0,0,1.0,1,1.0,1,اللتان
6.0,4.0,0.0,0,0,1.0,1,1.0,1,اللذين
5.0,4.0,0.0,0,0,1.0,1,1.0,1,اللاتي
7.0,4.0,0.0,0,0,1.0,1,1.0,1,اللواتي
5.0,4.0,0.0,0,0,1.0,1,1.0,1,اللائي
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أقامَ
3.0,0.0,3.0,0,0,2.0,0,1.0,0,أقِمْ
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إقامه
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أدخَلَ
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أدخِلْ
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إدخال
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أرسَلَ
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أرسَلْ
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إرسال
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استفاد
5.0,0.0,3.0,0,0,8.0,0,2.0,1,استفِد
7.0,6.0,0.0,0,0,9.0,0,2.0,1,استفادة
5.0,0.0,1.0,0,0,8.0,0,2.0,1,استمرَّ
5.0,0.0,3.0,0,0,8.0,0,2.0,1,استمِرّ
6.0,6.0,0.0,0,0,9.0,0,2.0,1,استمرار
6.0,0.0,1.0,0,0,8.0,0,2.0,1,استقلِّ
6.0,0.0,3.0,0,0,8.0,0,2.0,1,استقِلّ
7.0,6.0,0.0,0,0,9.0,0,2.0,1,استقلال
5.0,0.0,1.0,0,0,7.0,0,2.0,1,افتَتَحَ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,افتَتِحْ
6.0,6.0,0.0,0,0,4.0,0,2.0,1,افتتاح
5.0,0.0,1.0,0,0,7.0,0,2.0,1,انكسر
5.0,0.0,3.0,0,0,7.0,0,2.0,1,انكسِر
6.0,6.0,0.0,0,0,4.0,0,2.0,1,انكسار
4.0,0.0,3.0,0,0,7.0,0,2.0,1,انتهِ
6.0,6.0,0.0,0,0,4.0,0,2.0,1,انتهاء
5.0,0.0,1.0,0,0,7.0,0,2.0,1,ابتدأ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,ابتدِئ
6.0,6.0,0.0,0,0,4.0,0,2.0,1,ابتداء
5.0,0.0,1.0,0,0,7.0,0,2.0,1,احمرَّ
5.0,0.0,3.0,0,0,7.0,0,2.0,1,احمرْ
6.0,6.0,0.0,0,1,10.0,0,2.0,1,احمرار
4.0,1.0,0.0,0,0,2.0,0,1.0,0,أشرف
5.0,6.0,0.0,0,0,5.0,0,1.0,1,أماكن
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أشياء
2.0,6.0,0.0,0,0,1.0,0,1.0,0,أي
4.0,6.0,0.0,0,0,2.0,0,2.0,0,إياك
4.0,6.0,0.0,0,0,1.0,0,1.0,0,أيدي
4.0,1.0,0.0,0,0,6.0,0,2.0,0,إياد
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أحسن
4.0,6.0,0.0,0,0,2.0,0,1.0,0,أعظم
2.0,0.0,0.0,1,0,1.0,0,2.0,0,إنْ
2.0,0.0,0.0,1,0,1.0,0,2.0,0,إنَ
2.0,0.0,0.0,1,0,1.0,0,1.0,0,أنْ
2.0,0.0,0.0,1,0,1.0,0,1.0,0,أن
3.0,0.0,0.0,1,0,1.0,0,2.0,0,إما
3.0,0.0,0.0,1,0,1.0,0,2.0,0,إلَّا
3.0,0.0,0.0,1,0,1.0,0,1.0,0,ألَّا
3.0,0.0,0.0,1,0,1.0,0,1.0,0,ألا
3.0,0.0,0.0,1,0,1.0,0,1.0,0,ألم
5.0,6.0,0.0,0,0,2.0,1,1.0,0,العمل
5.0,6.0,0.0,0,0,2.0,1,1.0,0,الوطن
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أكرَم
5.0,6.0,0.0,0,0,2.0,0,2.0,0,إكرام
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أكرِمْ
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أحسَن
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أحسِن
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أنتَج
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أنتِج
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أعطَى
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إعطاء
3.0,0.0,3.0,0,0,2.0,0,1.0,0,أعطِ
4.0,0.0,1.0,0,0,8.0,0,1.0,0,أزال
5.0,6.0,0.0,0,0,4.0,0,2.0,0,إزالة
3.0,0.0,3.0,0,0,2.0,0,1.0,0,أزِل
4.0,0.0,1.0,0,0,7.0,0,1.0,0,أفاد
5.0,6.0,0.0,0,0,4.0,0,2.0,0,إفادة
3.0,0.0,3.0,0,0,2.0,0,1.0,0,أفِد
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أعجَب
5.0,6.0,0.0,0,0,6.0,0,2.0,0,إعجاب
4.0,0.0,3.0,0,0,2.0,0,2.0,1,اشرح
4.0,0.0,3.0,0,0,2.0,0,3.0,1,احلل
4.0,0.0,3.0,0,0,2.0,0,3.0,1,اشدد
4.0,6.0,0.0,0,0,1.0,1,1.0,1,الجن
7.0,0.0,1.0,0,0,8.0,0,2.0,1,استطعتم
8.0,6.0,0.0,0,0,5.0,1,1.0,1,السماوات
6.0,0.0,3.0,0,0,2.0,0,3.0,1,انفذوا
7.0,6.0,0.0,0,0,4.0,1,1.0,1,الامتحان
4.0,6.0,0.0,0,0,1.0,0,1.0,0,أمري
4.0,6.0,0.0,0,0,1.0,0,1.0,0,أزري
5.0,0.0,3.0,0,0,2.0,0,1.0,0,أشركه
3.0,6.0,0.0,0,0,1.0,0,2.0,0,إنك
5.0,0.0,1.0,0,0,2.0,0,3.0,0,أوتيت
4.0,6.0,0.0,0,0,2.0,1,1.0,0,الإنس
5.0,6.0,0.0,0,0,6.0,0,1.0,0,أقطار
3.0,0.0,3.0,0,0,2.0,0,1.0,0,أضع
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أفلح
4.0,0.0,3.0,0,0,2.0,0,1.0,0,أطلب
4.0,0.0,0.0,0,1,2.0,0,1.0,0,أصفر
4.0,0.0,0.0,0,1,2.0,0,1.0,0,أعذب
4.0,0.0,0.0,0,1,2.0,0,1.0,0,أعزب
4.0,0.0,0.0,0,1,2.0,0,1.0,0,أعور
4.0,0.0,0.0,0,1,2.0,0,1.0,0,أعزل
4.0,0.0,0.0,0,1,2.0,0,1.0,0,أبيض
4.0,0.0,0.0,0,1,2.0,0,1.0,0,أحمر
4.0,0.0,0.0,0,1,2.0,0,1.0,0,أزرق
4.0,5.0,0.0,0,1,2.0,0,1.0,0,أخضر
3.0,5.0,0.0,0,0,1.0,0,2.0,0,إيهِ
4.0,5.0,0.0,0,0,1.0,0,2.0,0,إليكَ
5.0,5.0,0.0,0,0,1.0,0,1.0,0,أمامكَ
2.0,5.0,0.0,0,0,1.0,0,1.0,0,أهٍ
4.0,5.0,0.0,0,0,1.0,0,1.0,0,أواه
3.0,0.0,0.0,0,1,1.0,0,3.0,0,أنه
4.0,6.0,0.0,0,0,1.0,0,3.0,0,أثير
4.0,6.0,0.0,0,0,6.0,0,3.0,0,أيات
6.0,6.0,0.0,0,0,5.0,0,3.0,0,أساليب
6.0,6.0,0.0,0,0,2.0,0,3.0,0,أسلوبه
5.0,6.0,0.0,0,0,6.0,0,3.0,0,إعجاز
5.0,0.0,1.0,0,0,1.0,0,1.0,0,أنّهم
5.0,0.0,0.0,0,1,1.0,0,1.0,0,إنّما
5.0,6.0,0.0,0,0,2.0,0,3.0,0,أعجمي
5.0,6.0,0.0,0,0,6.0,0,3.0,0,أرباب
6.0,0.0,1.0,0,0,2.0,0,5.0,0,اجتمعت
5.0,0.0,1.0,0,0,2.0,0,1.0,0,اجتمع
4.0,0.0,3.0,0,0,2.0,0,1.0,0,اجمع
4.0,0.0,1.0,0,0,2.0,0,1.0,0,أقدم
4.0,6.0,0.0,0,0,6.0,0,3.0,0,ألفاظ
3.0,6.0,0.0,0,0,2.0,0,3.0,0,أدب
3.0,0.0,1.0,0,0,2.0,0,1.0,0,أمّ
6.0,6.0,0.0,0,0,2.0,0,3.0,0,آرامية
6.0,0.0,1.0,0,0,2.0,0,3.0,0,أطلقوا
3.0,6.0,0.0,0,0,2.0,0,1.0,0,أول
5.0,6.0,0.0,0,0,2.0,1,3.0,0,اللغة
5.0,6.0,0.0,0,0,1.0,1,3.0,1,العرب
7.0,6.0,0.0,0,0,1.0,1,3.0,1,العربيه
6.0,6.0,0.0,0,0,1.0,1,3.0,1,القرأن
6.0,6.0,0.0,0,0,1.0,1,3.0,1,العالم
4.0,0.0,1.0,0,0,2.0,0,1.0,1,أنها
7.0,6.0,0.0,0,0,2.0,1,3.0,0,التوراة
5.0,6.0,0.0,0,0,6.0,0,3.0,1,أحبار
5.0,6.0,0.0,0,0,6.0,0,3.0,0,إصحاح
7.0,6.0,0.0,0,0,6.0,1,3.0,0,التكوين
5.0,6.0,0.0,0,0,6.0,0,3.0,1,أجناس
5.0,6.0,0.0,0,0,2.0,1,3.0,0,البشر
5.0,6.0,0.0,0,0,2.0,0,3.0,1,أبناء
4.0,6.0,0.0,0,0,2.0,0,3.0,0,إخوة
6.0,6.0,0.0,0,0,2.0,0,3.0,0,أَنَّى
8.0,6.0,0.0,0,0,2.0,1,3.0,1,الساميون
7.0,6.0,0.0,0,0,2.0,1,3.0,1,الجزيرة
6.0,6.0,0.0,0,0,2.0,0,3.0,1,إعتبار
5.0,0.0,1.0,0,0,4.0,0,1.0,0,إعتبر
7.0,6.0,0.0,0,0,2.0,1,3.0,0,المناطق
7.0,6.0,0.0,0,0,2.0,1,3.0,1,المعروف
6.0,6.0,0.0,0,0,2.0,1,3.0,1,اللغات
5.0,6.0,0.0,0,0,2.0,1,3.0,1,النحو
6.0,6.0,0.0,0,0,2.0,1,3.0,1,العربي
7.0,6.0,0.0,0,0,2.0,1,3.0,1,القاموس
5.0,6.0,0.0,0,0,2.0,1,3.0,1,الصرف
7.0,6.0,0.0,0,0,2.0,1,3.0,1,التعبير
6.0,6.0,0.0,0,0,2.0,0,3.0,1,أَنَى
8.0,6.0,0.0,0,0,5.0,0,3.0,0,أساليبهم
7.0,6.0,0.0,0,0,1.0,0,3.0,0,التخاطب
7.0,6.0,0.0,0,0,1.0,1,3.0,1,الظواهر
