Count,Noun,Verb,Letter,adjective,morphological,The,diacritic,Outcome,Word
4.0,0.0,1.0,0,0,2.0,0,1.0,0,fc49c2caddb8ca4685289aca170a8b9a67b0c2fa34203176a1374dbbfcc21739
4.0,0.0,3.0,0,0,2.0,0,1.0,0,2191f536abc8f3029a7af217e7ed2be18ad4fd0c2693861ff9150a3210eca3db
4.0,0.0,3.0,0,0,2.0,0,1.0,0,0d05d91dc927b7fb3e8d68f83e546d061fb3b0acd5c2da939275947a812c9c13
5.0,6.0,0.0,0,0,6.0,0,2.0,0,1389ef85d0fbdcc8c6cd92329f3a7dc60e5b7d290dfe946cf675e3d1fe7541fa
5.0,6.0,0.0,0,0,6.0,0,1.0,0,39accd55043e8f49a9c59a663e315e79b01402dffd8310655827d861e89de004
6.0,6.0,0.0,0,0,6.0,0,2.0,0,7bebb6596770dfe200b35f4146af085f194ad01cdebf235a6a55befbb9bb36e9
5.0,0.0,2.0,0,0,2.0,0,1.0,0,64d8e554bf7ccd24198bc85b2f7993f94c5ab6bdda32d561126062e98538380e
4.0,6.0,0.0,0,0,11.0,0,1.0,0,ea8dee750819abb3a29cf545f6c5464f1f4a999ad87bb84795dd7f04d0a7b8db
4.0,6.0,0.0,0,0,11.0,0,1.0,0,dd988df90cef84eccf410b2b1a6896397bdcfb4e6431ce88331cc100537e4f3c
4.0,6.0,0.0,0,0,11.0,0,1.0,0,82ba273f8a44a0d55efba512ba7820d4ba6c43caf6394bd1b36d6d84dda38884
7.0,6.0,0.0,0,0,9.0,0,2.0,0,58d79c0d03a42b98d320bfed309eb3c9532853561d970b8204dc18bde566e638
4.0,1.0,0.0,0,0,6.0,0,2.0,0,4aa5b2519197ee81b99f5887ebfd9598b7277b7287784be1b2769a9b3d16fff1
5.0,6.0,0.0,0,0,6.0,0,2.0,0,6cb1bd7b4ac31400c9ed89365d15ac9ce16f14e670b2e0b6909436e7055b25b3
5.0,6.0,0.0,0,0,6.0,0,2.0,0,e516e5ab20dd0a7284c88b431ee0641d68b17e00bc250e4261287dfc19c5eb20
5.0,1.0,0.0,0,0,6.0,0,2.0,0,f0d493d7cef39570030a8d5a60c217e9ac88fde52f52b2698df6fc26dd0a18a8
5.0,6.0,0.0,0,0,6.0,0,2.0,0,059223d2134af4a7a9f977596160cd11abc6fb55494bd5f08ddf58915d92551c
5.0,6.0,0.0,0,0,6.0,0,2.0,0,b9c5ac4c4fc6a9d57d7ec3dae045df582f0458db3b47f4dda683522311708754
5.0,1.0,0.0,0,0,6.0,0,2.0,0,c6494526264a4811ce926d95c066a9e22113094a16e66bdc7dc1b7e6e40657f5
2.0,5.0,0.0,0,0,2.0,0,3.0,0,06aff795c8c0077321287a55e6acb9d132ac572bed37909135824246707780d5
5.0,6.0,0.0,0,0,11.0,0,3.0,0,fa02760579bd7049825c7356e654b71ab4e112cf95e0c57b32dcd17c9fc6d91d
6.0,6.0,0.0,0,0,4.0,0,3.0,0,1daefc7794f8c98f0d7c145a3397a671ceb8faf59378097f2708c9e0a7188851
5.0,0.0,2.0,0,0,6.0,0,3.0,0,1b31b30a69aaec0a31780fe2df1ce8e4de7ef6ac6f2a57bea98da1ba69528c26
5.0,0.0,2.0,0,0,6.0,0,3.0,0,e12c75705ab88be7b736a20147a3664f2b518b84ffc8ea7db1b52372565d3294
5.0,0.0,2.0,0,0,6.0,0,3.0,0,f1c4dc663fb05dffda29560671bc3f816cc7f88d2090992bfbfb9585e1c9bd29
6.0,6.0,0.0,0,0,5.0,0,3.0,0,23b61feab3c7f7f9a0dbc5678da0b48831996280663f5050b6c04442d5d6e6b4
4.0,1.0,0.0,0,0,6.0,0,4.0,0,37f7b4b7fb168fb1d48cf1261a4bcb3d9de21d92ff282738999e2666cf6fe2fd
3.0,0.0,1.0,0,0,6.0,0,4.0,0,2fc23eae410499ee16044dc4580b447f419afd666bfb2b772efe2f3b93a5a4ff
5.0,6.0,0.0,0,0,6.0,0,2.0,0,8351abc91b754c4b5f7ecd0df69e172c3e62670f7c7be05384bde21181ed9abb
7.0,8.0,0.0,0,0,5.0,0,2.0,0,9f42c98baa00119d0a7e0b893ac8fc6ef4b07ba1537899d6748ed0484ef8c9a1
7.0,8.0,0.0,0,0,5.0,0,2.0,0,1e6feb1b4e7e2a8165e5f67a045b1ffdf1c96b9c24c44a582d4aa5085e0b7595
5.0,6.0,0.0,0,0,6.0,0,2.0,0,80b44ac8381428ebbc9d4919e076bbe90433d3764943101954558d2b4d13e262
5.0,6.0,0.0,0,0,6.0,0,2.0,0,c115673622549e692bf9b358c182ec2827fd1b547527e0503f59da7b47791a6d
5.0,6.0,0.0,0,0,6.0,0,2.0,0,022d7686026a8fd3e06e1eb0f16df0e5a493c4bed0df9966de32e464ff17b7a4
6.0,6.0,0.0,0,0,5.0,0,3.0,0,6e14457204267a40a8bd2d978d0cf135bae35e866636bc73067ba333f434674f
8.0,8.0,0.0,0,0,5.0,0,3.0,0,a6aa15dc08ec4a63121e64678087d91d4fe5966d445e7f9dbdba5a10c8793d41
6.0,1.0,0.0,0,0,5.0,0,3.0,0,3626a2bf20770e23708898c4064b1a344a39652c431f71ce74e5d934de5d8d61
3.0,0.0,3.0,0,0,2.0,0,1.0,0,c73dfdb3ad9149d811de35081f8290fc6b7930427d18feef39512bcdcfa2b0a6
5.0,6.0,0.0,0,0,6.0,0,2.0,0,0581c2dfb9d82cef6139b77e3af1bbe40eb86b5415d2125c6b2a8c88c75315a1
4.0,0.0,3.0,0,0,2.0,0,1.0,0,e92d390df5d05ba97f6f70e29116dc62b483ea00f47bfc2a2c8629fc75b2e82c
5.0,6.0,0.0,0,0,6.0,0,2.0,0,3e8f9b9cc74e2266b00b984f919407362e4627bde120d9fe08fa95e9cf5f08e9
4.0,0.0,3.0,0,0,2.0,0,1.0,0,4fd9f0407f92ca54ee1271251786b26b3d190a5bd91287177bd944cb2a12e3f3
5.0,6.0,0.0,0,0,6.0,0,2.0,0,8b1e3b105d1e3da6f7355295bc85984a49f27e52f3012923b010fa2d197f7c50
4.0,1.0,0.0,0,0,6.0,0,2.0,0,fc3126a3e42ac28b00d802090366cdc3c27f1354ca39d90e57b0a575c8a47025
5.0,6.0,0.0,0,0,2.0,1,1.0,0,5cf6489c8883d774e43b43217dae807bd451612e1bf15a115243a3933c24f8ee
5.0,6.0,0.0,0,0,2.0,1,1.0,0,e04a9eb38a0aa1dec451455016ff639e1fd39bf55de669eedd4896f6fbccce4f
4.0,0.0,3.0,0,0,2.0,0,1.0,0,ebc531568a7393099a5b4ec89f8a718edb4db1980bab34b24d71726e4730c3c1
4.0,0.0,3.0,0,0,2.0,0,1.0,0,130fc936f5d1a2988b8752da9c13c1f961875d2e82a0677f39395bfa3b4a7308
4.0,0.0,3.0,0,0,2.0,0,1.0,0,247a8020105e60e81078fb04d0f6f2f3b6f21c40e20675751995d88711e14c30
5.0,6.0,0.0,0,0,6.0,0,2.0,0,bfc2bc2578bee0460fcb5ec04fb0cb66c0bc3db8f729b7f15a9d672ddc0bbdeb
3.0,0.0,3.0,0,0,2.0,0,1.0,0,7d8e07b5e2783458d97430fd8aeb8c27b68d7b61614552f402e8573ed5fb780a
4.0,0.0,1.0,0,0,8.0,0,1.0,0,58ca11502a723eed2bf6bd9e8fb6b67e711d61ca73b16a538a0880c6de9bae1c
3.0,0.0,3.0,0,0,2.0,0,1.0,0,ef1aeb1b85db30faa3e9eb715bffcb5f55339f4b73ccad6b10855d28d028822d
4.0,0.0,1.0,0,0,7.0,0,1.0,0,cb2d7818806c86840451e661734fa6d4fe7cb6851d42ebcfce1bd772a51ee14d
3.0,0.0,3.0,0,0,2.0,0,1.0,0,9427d14549bd9d3e3e81daaffd46ed91ff1f3a08d158062495215372de3754d0
5.0,6.0,0.0,0,0,6.0,0,2.0,0,27813f1a76756c0e8f683b6557ad249b685f5156371e16005bc7e12f3b32ea69
5.0,0.0,3.0,0,0,2.0,0,1.0,0,ed098249d4d363df1ebcd0cdebb7f8c25a05f36fbcf62f8d3d84f1ac2bc3a2aa
5.0,0.0,1.0,0,0,2.0,0,3.0,0,c1103081c568e31cd71f31607da98394eb1306d9165a975329b4e35021819e1e
4.0,6.0,0.0,0,0,2.0,1,1.0,0,ab8dea3848f7741fc2d8fd493620d31ad40c6416bea9f338e00bfa420e8976a0
3.0,0.0,3.0,0,0,2.0,0,1.0,0,012997a7261826f442eba361edbeb1f0108bcdc1b56b02cde8522ce642586c59
4.0,0.0,3.0,0,0,2.0,0,1.0,0,19ae6ac1484801b5d8a280000aa723bcd10da7966e1c609b4ed74ffd2496528d
4.0,0.0,0.0,0,1,2.0,0,1.0,0,2a722a6b0021f4806713fb75cb9db8e6b070943d8f275c3a54fbca2df684f831
4.0,5.0,0.0,0,1,2.0,0,1.0,0,fd3c2a5c44605041a38b548a6b9c9febb58b9aa730a66479efd4c01d4727fdcd
3.0,0.0,0.0,0,1,1.0,0,3.0,0,dcebed60501c8beb7f7c66bbb0bcbad3a84eefc1e80179b5fde49e09c576e4c4
6.0,6.0,0.0,0,0,5.0,0,3.0,0,a1d57656a8dad248f41ea6ecac9be75431fb8b6abd1a5213c288fce4dde9ff58
5.0,0.0,1.0,0,0,1.0,0,1.0,0,da2ee94cf2059bf7b6de9cb1b55df3fe201dd05ea68a666cccdf07482104c94c
5.0,0.0,0.0,0,1,1.0,0,1.0,0,e9fbcba6ce22995d4c4ed959bf27024a510f260c76d8674d542a79c9e3178a6c
6.0,0.0,1.0,0,0,2.0,0,5.0,0,14e9c7e652d686bd13aae1d5e8f9abd47086f9e36966dab0f1a037ace77338c5
5.0,0.0,1.0,0,0,2.0,0,1.0,0,a989f5ffab23794e847735c3cf95e446edc3f380045802b587dbea9a79318cba
4.0,0.0,3.0,0,0,2.0,0,1.0,0,fa6b02825d42d2276fd9e8d5881875ea9a344199ee3fe321417b5ee9f50174e9
6.0,0.0,1.0,0,0,2.0,0,3.0,0,b59a09554c2a0ec088302831f26295d168f49dad740de7e7cbde559a0cc2c83f
5.0,6.0,0.0,0,0,2.0,1,3.0,0,6520b21edd4d2913932c5199cd995ad12154aa6baab1ef44a8b70b6b6f0207bd
7.0,6.0,0.0,0,0,2.0,1,3.0,0,266e0dd4f803921807fca8f7ca64fa3f368d766406ed14751b2bb527848e0bda
7.0,6.0,0.0,0,0,6.0,1,3.0,0,f19d7e86ad361c63c51a4ad76f3573f9663b669e46183ff5409a021ef526ca3f
5.0,6.0,0.0,0,0,2.0,1,3.0,0,50a1ed4bccc79e7f9e550862d9438b02f73e6e2179a45983fdbd33b5b34f614b
6.0,6.0,0.0,0,0,2.0,0,3.0,0,dee9a3cd79c75bc654af472656f44f5805cbb291d1bf1bc046db86ccea4573a7
5.0,0.0,1.0,0,0,4.0,0,1.0,0,77baf31e9c12968315e1e7fd05a5396fb5d6048adbcefbf6fab20dd2fc147d67
7.0,6.0,0.0,0,0,2.0,1,3.0,0,d47bd9a3b243e8f826966153b6c52a0728717a4ec5c4a54754823ec75e943e59
8.0,6.0,0.0,0,0,5.0,0,3.0,0,dbc8db0ea635e45bd175ec6a01860285e2bb44bae063fc0009b40f3dd2d48be8
7.0,6.0,0.0,0,0,1.0,0,3.0,0,d834ec1f762b6258c8d6c418b7248f0c34a7b328fef9fda3ee7232ea628ebf0c
7.0,6.0,0.0,1,0,1.0,1,3.0,0,b06a923d32e58e8d71bea05bd8d427244e796cea9b80449ff037de1f8d842a50
7.0,6.0,0.0,0,0,2.0,0,3.0,0,822b0306c473dd0393b0a0edc58caf7197125da2684588510bfb70299f666784
4.0,0.0,1.0,0,0,2.0,0,3.0,0,0c29afbebbd3110d1edcc14d3b6f913686c6f642b7c2c1e264d0335d0da1b0c2
3.0,2.0,0.0,0,0,1.0,0,2.0,1,437acc9f7f6a208ac550fe703008bf5e9586b54b85d2fcd46e325c1c9b80352f
3.0,2.0,0.0,0,0,1.0,0,2.0,1,cb8ea71541286d12e295e8f521f6ec69c6ee12cf5a16b0b4a961867cc19830cb
4.0,2.0,0.0,0,0,1.0,0,2.0,1,48f9de00482544208d04065b9d6c1debdee5866f6dfb73451f54e35d89515d5f
4.0,2.0,0.0,0,0,1.0,0,3.0,1,38af39738c20f9977522ad3b1228d2204d00dd044699922ae7bc09e873551670
5.0,2.0,0.0,0,0,1.0,0,2.0,1,9aac3741aa394e4f8664fb9b91b6ea4d5c3c921784fdd6b7cee5bd93c95a1275
5.0,2.0,0.0,0,0,1.0,0,2.0,1,ee97d9b12d4ac28f5866a8d5407833cb8869db68898f5ad7f333430e1a724ddc
6.0,2.0,0.0,0,0,1.0,0,2.0,1,550650d594e77ca645a044f14fbb10fb68677799850f66f42a043f19e739bc0a
3.0,2.0,0.0,0,0,1.0,0,1.0,1,d5583b5f5a879554f92475645a93794c1775029d4533536fbf3cc6c6e84e31cc
5.0,0.0,0.0,0,0,1.0,1,1.0,1,07d5f5f1416e54edcc8c795b2320a128e1042782f5c6b0d03e635d830a4b7fce
7.0,6.0,0.0,0,0,1.0,1,1.0,1,05ffa5ac86a3fe9c71cc73c0324b424f3443fb708bb36e0e9ecf65104377f5ed
3.0,6.0,0.0,0,0,1.0,1,1.0,1,ffa023c0dbe459306246ffec6599a7166500c1e23aa914b79cec4605679fb51d
4.0,6.0,0.0,0,0,1.0,1,1.0,1,ffc0fec4097f7788fb8e67e350157a50f0edb0144f80b6c01662d77e623f77ca
4.0,6.0,0.0,0,0,1.0,1,1.0,1,0ea233e1a478d313a0c66888d6b64c9d322703c4ce27fb26d8b059c1a24f50c0
7.0,6.0,0.0,0,0,1.0,1,1.0,1,45573bc6e230749628ba63ae15030c716951a030a840597d183e70b3edaf7523
8.0,6.0,0.0,1,0,1.0,1,1.0,1,aa3b41cedbfc56db585b7dcccfcef3c9816002474e83af054729101586f6f04b
5.0,0.0,3.0,0,0,2.0,0,2.0,1,0c4073d3d49ffafc600882f3036e847eaaa67549800df3821a36d85429210c96
4.0,0.0,3.0,0,0,2.0,0,2.0,1,b6eea567844ea2065ba69c7426681f19b66f6a53faad21878639c7ab603be85f
4.0,0.0,3.0,0,0,2.0,0,2.0,1,1aa9c5a5ebfef69a48ac95f57b1e611aa1783368e2c7c46dd0e4c67bdb36c2ac
4.0,0.0,3.0,0,0,2.0,0,2.0,1,74e63d473c8cae865706e051e3261625f0235519f0b6bd868eb7789f0de72afd
4.0,0.0,3.0,0,0,2.0,0,2.0,1,4d6eb51171ec9f6272e94e3f56738bd6d288826693a7ff7c900f5bcf553ab78a
4.0,0.0,3.0,0,0,2.0,0,2.0,1,708b1e4ff0811bf1210d5463698570d26573f7a840f7bba0fb36e9e0d8459c81
4.0,0.0,3.0,0,0,2.0,0,2.0,1,dc9a12575488375c888de1d4cd827a3509e3464498ca88d20cb9c0cb671b8d31
4.0,0.0,3.0,0,0,2.0,0,2.0,1,3e807bcaa4ee4a4f0290d1118e29e6691e7e8329011383be693d80af4422a196
4.0,0.0,3.0,0,0,2.0,0,2.0,1,0c794f16338c871b75028f9343df6144b884e57e1537c24987b967c0f84cbab5
4.0,0.0,3.0,0,0,2.0,0,2.0,1,cf3a8fd3c64efc2d3ac9c53e3c8e88db1e7cbe2c026e7046eef46b77968ee47c
4.0,0.0,1.0,0,0,2.0,0,2.0,1,c4bc57ad98b9638aeebd112607b79836b27652bec22a053cd473625a9570c2f8
3.0,0.0,1.0,0,0,1.0,0,1.0,1,af3207541717b6ff1a36927c3605a4134d623fef0f05d68adfe65d1a33e629b4
4.0,6.0,0.0,0,0,1.0,0,1.0,1,d05f3f1cc990a09c8bf2700105ad4454dcc6e38844ed755341fe7cbccd90da5c
3.0,0.0,1.0,0,0,7.0,0,1.0,1,9c9063dd01ba9901ef7693764eb7efcddd4fe1f54e6c0f036f0e5985067ce5cd
4.0,6.0,0.0,0,0,7.0,0,1.0,1,28bf13009c17d97ac10bf19797cac12fc20de132e383d0c0fdaff5869aadf426
3.0,0.0,1.0,0,0,1.0,0,1.0,1,4f0d1de9a36801ee2135bfeabcb877f6b1234a19350b04f104ee2c5c22daf6ac
4.0,6.0,0.0,0,0,6.0,0,1.0,1,973a457cb9be4fd43b40ab06856b2f6a07c364875a96ab502146c0701c9488e0
4.0,0.0,3.0,0,0,2.0,0,1.0,1,5a434850d295b6bdff50f6ca63ba2f8bcee0b58b02e3d15d101d05eaaa9c42b8
6.0,0.0,3.0,0,0,8.0,0,1.0,1,63ecfad5d578b740541862c638b64405d24205c79ec0416b91f34cc4193fc81e
5.0,0.0,3.0,0,0,7.0,0,1.0,1,89bec2a8433e80bc74033170d53b9e0d26c46ef05e50e03d4d51e201476db64e
5.0,0.0,3.0,0,0,2.0,0,2.0,1,19be6293bc1b0329077c411daac8514d9213ad435706c9eebbe1d62deeba5c98
5.0,0.0,1.0,0,0,7.0,0,2.0,1,0059f5f27d2a983b879c4039c628f58d63c5da6ffa957652e197a6dacbc3abd6
6.0,6.0,0.0,0,0,9.0,0,2.0,1,88aa24abe317a7e68ae7106fcb7b589bf1e5de0d7994a6ed43a811cb6ec275aa
5.0,0.0,1.0,0,0,7.0,0,2.0,1,fa2b7c3512c3832f0d0ffb92a224878a484acbfe507df404b72da1bb57e82be7
5.0,0.0,0.0,0,0,7.0,0,2.0,1,44e8334fecd8bdcecfee09d0a5210c3b66078b018b8057e5a3b159fc709d9e07
6.0,6.0,0.0,0,0,4.0,0,2.0,1,739274bcbb767f4de62589c69ece7f01cbe213f6463a1348257f2301fe9781a4
5.0,0.0,1.0,0,0,7.0,0,2.0,1,fdc8717facf4d6761280275888369528132efbfd1e7e3c6613ece2fcb73cba2d
6.0,6.0,0.0,0,0,4.0,0,2.0,1,877be059634077b3177a2fdbe92140da93412569b2aee7d99d5a5292208ef1c7
5.0,0.0,1.0,0,0,7.0,0,2.0,1,eb382c3327a49a8af843354996c1d40045aeefbebf01c69f9ee550bc556670e6
5.0,6.0,0.0,0,0,4.0,0,2.0,1,d33aa6ae91db3aada38302acdec4ae368a5e9d804ed7cf116b10caf40cf88072
6.0,0.0,1.0,0,0,8.0,0,2.0,1,9747ebc9708c60728d22900a60daa6b83fd8cc1e68a8c3c4ea0e379fa60d72ec
7.0,6.0,0.0,0,0,8.0,0,2.0,1,1d5dcbe038f4c92255540bd51875514b16697596fecbf1ab7a6262c8d654dfb0
6.0,0.0,1.0,0,0,8.0,0,2.0,1,7c0c64a80cd50fb2233cfcf8a9c1a7d78deb7657bab9ba0c4c99b47f278be244
7.0,6.0,0.0,0,0,8.0,0,2.0,1,f744a452adbdda56b557418f846617bd0280a77a7206661bde9428bf4b7fb9d4
7.0,6.0,0.0,0,0,9.0,0,2.0,1,c21e993968280d1b67f19d60c18fa5509e62f37840570ce81112dfa4323abe39
5.0,0.0,1.0,0,0,1.0,0,2.0,1,09c4321e8e345e6a736d0627dd95ff7f556cf54d2d6f39343cf4cf3b27ef26e9
7.0,6.0,0.0,0,0,4.0,0,2.0,1,68fdfcb37cb5cde4fe4e76f299bad3d66a6d5e66b0a7b39418b06b6755e2216c
3.0,0.0,3.0,0,0,2.0,0,3.0,1,5b7935a1bc5eafd71002fae649d1de085a1ebea31d88e03b232d49cb1fff491c
4.0,0.0,3.0,0,0,6.0,0,2.0,1,69f1d6879f4e454e2972ec966ab1d36ef8aa4c049c82649d17f77c007bec43af
4.0,0.0,3.0,0,0,2.0,0,2.0,1,34fd90ee169919afc53b7857c0121f56cb5dd84024e9b5c49cd213ba46591b51
4.0,0.0,3.0,0,0,2.0,0,2.0,1,e95f5fcadf35ac6de2e019b538d2811b7244fdaee6b89bb7c7837e43bccac98e
4.0,0.0,3.0,0,0,2.0,0,2.0,1,fbf3f4ee905adf66ebb0bee3dca3a48add76a98b829118b89f17e28ddef86437
4.0,0.0,3.0,0,0,2.0,0,2.0,1,222258aaaef0177c6690ffa525794298e6c8ec6a39a1dc00bd44b0989df6d533
6.0,6.0,0.0,0,0,9.0,0,2.0,1,b3516629d1f485588bb6c785075beae807663b9146fce9c0a5a225d250444939
7.0,6.0,0.0,0,0,9.0,0,2.0,1,6aab4d9a01145cce3a2033932ba4db57fffda9c5d5694455f1013c6db3c82467
7.0,6.0,0.0,0,0,9.0,0,2.0,1,a2daebe2051bbbd824535440134ccef4b52bc748c5c250d6c60bcde4153edf8e
7.0,6.0,0.0,0,0,11.0,1,1.0,1,069977bdaf5724109648cc95e6aaac1513c53e373aebbba1760a86b3766ea9d6
6.0,6.0,0.0,0,0,11.0,1,1.0,1,5eb3e4eea96cf6cd2b874c2e2c9fade0830050518ea9bfc62357797df567d51b
5.0,6.0,0.0,0,0,11.0,1,1.0,1,bfaebf1cba13d98746f5d9ed5093c9d6db90031d0ccfea9094be08875ec4827f
5.0,6.0,0.0,0,0,11.0,1,1.0,1,5996116d258b4d32bb93ad759295773bb15db7abdc1a0a498bf8eb5578d03625
4.0,0.0,3.0,0,0,2.0,0,2.0,1,a2b0cd8c8af7fceb79938fbde6c591ffc1ab11d26537134d1b603b2a21537ea9
4.0,0.0,3.0,0,0,2.0,0,2.0,1,a8e44bf92d2216eb6fef5d45274b2021898794cebf59d0be264b6552b2dc73a4
5.0,0.0,1.0,0,0,7.0,0,2.0,1,b47a5075739976e0e16711ac566cff538d0bd8566cbc22d85a35a8b1e1aab6af
6.0,6.0,0.0,0,0,4.0,0,2.0,1,9eb93133651a7ab862641b7fc0518e30bd206131e966647b49a47141e3c49315
6.0,6.0,0.0,0,0,4.0,0,2.0,1,7852ae966c040a334907cffcb590a76788de6172946180bf89850462906a8177
6.0,6.0,0.0,0,0,4.0,0,2.0,1,3c534bd6a7f730f8b27731ad24d674eee68df1df4c8673fa8b34a0b906b4b987
5.0,0.0,1.0,0,0,7.0,0,2.0,1,9b73c1381bdbf5639b1efc648237f26f523a3b1eb37ca0b16bc7d4e3c25e5857
3.0,0.0,3.0,0,0,2.0,0,2.0,1,ccacb74ec8a4f8f092ddec31c339e2baa67e82f417a46196df9869d0d75100ca
7.0,3.0,0.0,0,0,9.0,0,2.0,1,ed94570f5b45a265e15198f9b0a7e46f9aa1e745780b2c04bda914ae5c305e39
7.0,6.0,0.0,0,0,9.0,0,2.0,1,6df16147141f4b4ce38c198c18e789242fee263aa3d6f741d2e04e9f82e41114
7.0,6.0,0.0,0,0,9.0,0,2.0,1,6a081823722c79a144097327c5038fc43742b62a47a2d98b0226e36d402990b6
6.0,6.0,0.0,0,0,9.0,0,2.0,1,7c172f1e01e6d5304308f42b097a6a0b029c83f98c06c26e08fbd0898f8f5144
7.0,6.0,0.0,0,0,9.0,0,2.0,1,7097b383f6ce2c9a1a1232df250186989a8a827b64c9dc7e8be3390983378595
5.0,0.0,1.0,0,0,8.0,0,2.0,1,307d31d15e9cefe2fa398ef6cd4e6268344f07c9f377a0adb14b577e33a8a764
6.0,6.0,0.0,0,0,9.0,0,2.0,1,870a66d2451b3d599722e0aa3a5544422aea27a630e2edec7e8a4a97beda9e1a
7.0,6.0,0.0,0,0,9.0,0,2.0,1,a1f4dfa90a1403d0bb84bcb5bf48b56e140b9e12dd7957d9b9404ca8d0f18001
5.0,0.0,1.0,0,0,7.0,0,2.0,1,83a471d99e8b7518a76bfcd4d0d4a42f5d28cf2ae05760a41f66aea3ede1f197
6.0,6.0,0.0,0,0,4.0,0,2.0,1,eb3553b5df30d6e8d9d05888133f2201f32ac2f63b93afdc738acef3b251288a
5.0,0.0,1.0,0,0,7.0,0,2.0,1,f102d340db47ce981a8042654056fa9e350dc7626a18774d12759b6378ccd846
6.0,6.0,0.0,0,0,4.0,0,2.0,1,b6a7d1bd71a575ac1e11d0584b5eaf8aa78701d790e716a25d1f0d749c1c95a4
6.0,6.0,0.0,0,0,4.0,0,2.0,1,c130dd6ef068f8bf5bdf2c85b9aa0e8dd3012385a1bd20b8e9aaa3904732d164
5.0,0.0,1.0,0,0,7.0,0,2.0,1,8e8b730f23dbb25bb823354d207dea7667e13592cd0b7ff0177a496770fd6e1a
6.0,6.0,0.0,0,0,4.0,0,2.0,1,c19bf736c21151d98ca9b178beb9fb910e0eda1999a88a431a0b118be0cdb77e
